,id,raw_address,POI/street,POI,street
122154,122154,jelambar sela viii no 52 a jelambar baru rt 3 4 grogol petamburan,,,
122166,122166,"sidokerto desa sidokerto, dukuh jambean gang kena rt 1 2 59111 pati",,,
122169,122169,"karet tengsin haji a. jalil, 28 rt 10 9 tanah abang",,,
122189,122189,"mangga dua selatan pis batu, 12 rt 6 10 sawah besar",,,
122213,122213,rawabadak utara rawa bina 18 rt 5 rw 9 14230 koja,,,
122220,122220,"ruko fiorenza, jl. citra raya boulevard timur no.75 (k.net)",,,
122229,122229,perumahan rcs garden blok a no.38 jl.raya capgawen kec. kedungwuni kab. pekalongan,,,
122240,122240,cikutra cica pasar ii 103 cibeunying kidul,,,
122246,122246,"aipda k. s. tubun, no 6 asuhan kel.",,,
122265,122265,hertas baru kassi-kassi rappocini,,,
122267,122267,"melo, dalem kaum a 12 regol",,,
122272,122272,merjosari villa bukit tidar 44 65144 lowokwaru,,,
122277,122277,cv rizal indoraya pang muha noor samarinda utara,,,
122284,122284,randugunting gg. 6 13 52131 tegal selatan,,,
122291,122291,randuangung raya sura - mal 61 65153 singosari,,,
122301,122301,tanj 175 sukahati cibinong,,,
122313,122313,"haji atun, 1o duren sawit rt 8 7 duren sawit",,,
122356,122356,kamp waringin jaya bojonggede,,,
122369,122369,menteng dok kus atm 37 rt 10 4 menteng,,,
122372,122372,23372,,,
122375,122375,"asrama tni ad kuta alam barak 20, no 230, kec. kuta alam, banda aceh",,,
122397,122397,lambaro skep kel. taman sri ratu saf,,,
122399,122399,"yulia sukma, lubuk rukam",,,
122402,122402,yaya lama 7 sukamantri rt 2 rw 3 pasar kemis,,,
122418,122418,bahu pulau buna 115 malalayang,,,
122420,122420,"ven sys refill center timika, hasan",,,
122431,122431,"imah raya kara, sindangpalay",,,
122437,122437,pes muti tam 2,,,
122454,122454,kamp 47 cilenggang serpong,,,
122455,122455,jalan perintis kemerdekaan 3 btn hamzy blok c no.24,,,
122468,122468,"dominos pizza, cij 1,",,,
122482,122482,"prak umum dok ang suryan, hara 11, kesambi",,,
122489,122489,"raya ujung, 21 ujungrusi adiwerna",,,
122523,122523,rancakasumba rezeki privat jl.m solokan jeruk,,,
122541,122541,ayam krispi nugr raya ngaw kedung prahu,,,
122550,122550,"jl.jambore,gg.smp 147 rt003 rw013 no.104,depan gerbang smp 147",,,
122565,122565,"shop & drive, dukuh menanggal",,,
122568,122568,peta barat 111 pegadungan rt 6 rw 8 benda,,,
122590,122590,"alfamidi, alt",,,
122595,122595,sanggar rias dan sewa paka ama jampirejo temanggung,,,
122601,122601,"kan bunda ayu, univer no 1",,,
122605,122605,masjid agung area blok a-1 jalan pagesangan baru v,,,
122611,122611,"pandeyan gg. buntu, 2 umbulharjo",,,
122616,122616,"cucian mobil dan motor kalimanggis, kalima raya, cilongok cilongok",,,
122617,122617,cimanggis kemu iii 66 16920 bojonggede,,,
122619,122619,man kart barat 8 1 persa wanita kristen indon (pwki) 10 sukolilo,,,
122627,122627,"pom mini simp teluk graj, pandan wangi",,,
122641,122641,"day ave, gatot subr, no 35 kebun bunga banjarmasin timur",,,
122651,122651,"shine acc, atot ahmad, sungai beliung pontianak barat",,,
122656,122656,padurenan zam utara v rt 1 20 16340 mustika jaya,,,
122662,122662,"mojoroto kyai haji ahmad dah, 62 mojoroto",,,
122670,122670,diponegoro 337 67153 bangil,,,
122673,122673,kebon jeruk budi swad 19 rt 13 4 kebon jeruk,,,
122680,122680,"pab motto curah pusat, wana herang, 62",,,
122682,122682,ked taru baru iv no 14a rw 6 gubeng,,,
122684,122684,tembok dukuh demak sela v 25 rt 6 9 60173 bubutan,,,
122688,122688,"komp ruko mitra raya, 1 batam kota",,,
122689,122689,pondok kelapa,,,
122690,122690,"war makan indo mang aco, angs 1, no 13 rt 2 6",,,
122704,122704,andi kicau mania,,,
122707,122707,"isti bakul dan order kue, paccerakang",,,
122711,122711,bayam cakung timur cakung,,,
122713,122713,"raya banja, ben laundry, pagelaran",,,
122715,122715,"margo, pontianak kota",,,
122721,122721,"bossa onl, buntalan",,,
122726,122726,"bakti, no 5a 28251 marpoyan damai",,,
122729,122729,"sumur kopok no a 18 interland,",,,
122736,122736,"ud. kur jati indah, dr. sut, no 26",,,
122739,122739,"m.t. hary, 123 kambu",,,
122755,122755,"nasi uduk pak dar, sunan kudus,",,,
122770,122770,jl medan merdeka selatan no 12 sto telkom gambir pt administrasi medika gedung,,,
122771,122771,"gajah, no 11 sempusari kaliwates",,,
122778,122778,tebat jaya jl. gar 3 32361 buay madang,,,
122788,122788,alfamart mekarsari bekasi,,,
122789,122789,"cemp 6, 19 wanasari cibitung",,,
122800,122800,sd neg 1 wir agung,,,
122805,122805,"kawungluwuk, kedai elang kayangan selatan taman bunga nusantara jln. mariwati",,,
122832,122832,manggarai bha vi 20a rt 4 12 tebet,,,
122839,122839,nasio margasana kel. jatilawang,,,
122853,122853,ra kart 50 margahayu rt 3 rw 24 bekasi timur,,,
122873,122873,"mushollah hidayatul,",,,
122875,122875,"shafa playstation, asri kamto,",,,
122895,122895,"renon tukad bad xvi a, 9 80226 denpasar selatan",,,
122897,122897,gg. ken dauh puri kaja,,,
122912,122912,"raya gar, samsam kel. kerambitan",,,
122927,122927,"daih tri mand selaras muara karang, pluit utara raya, penjaringan",,,
122933,122933,"cafe cocok raya don,",,,
122948,122948,kamp baru vi 108 grogol limo,,,
122958,122958,"mawar 2, no 12 rempoa rt 8 13 ciputat timur",,,
122966,122966,"kujangsari lio mekar, 40287 bandung kidul",,,
122975,122975,"padangsambian kaja dokter spesialis paru, gun sangh, 125",,,
122989,122989,"senc, arjuna cicendo",,,
122997,122997,"yohanes professional wedd & salon raya babat,",,,
122998,122998,cinere raya cipa 16514 pasar minggu,,,
123003,123003,pasar ulekan blok k-120,,,
123007,123007,gg. lon iv 3 rt 5 1 kayu manis,,,
123046,123046,al kaut raya 121 jatinegara rt 9 13 cakung,,,
123047,123047,"pamulang lestari residence blok e8 rt008 rw005, pamulang barat, pamulang, tangerang selata",,,
123049,123049,lin suma ujung tanjung simp.,,,
123050,123050,"pars music, brastagi (berastagi)",,,
123055,123055,cipete selatan cip dalam 2 46 rt 13 3 cilandak,,,
123058,123058,"kh ahmad dah,",,,
123059,123059,"bogow, 16 5 donan cilacap tengah",,,
123068,123068,gun kar iii 12 pemecutan klod denpasar barat,,,
123076,123076,ma swasta darul ulum panca jaya,,,
123082,123082,jl. bal niat no 9 84455 taliwang,,,
123091,123091,"budi jaya motor, bint utama 9, no g 4",,,
123106,123106,"cv afos putro agung, no 82 7 tambaksari",,,
123126,123126,"honda bes motor raya ciater, ciater serpong",,,
123154,123154,"raya sunan gun jati, no 135 nyao nyao authe thai tea, klayan gunung jati (cirebon utara)",,,
123174,123174,bar ra 29 mustikasari rt 3 rw 4 mustika jaya,,,
123181,123181,"arp, babirik hilir babirik",,,
123190,123190,"optik mela ir. soek, no c 10 grogol",,,
123198,123198,"tanah merah,",,,
123209,123209,gandem bu sugiarti kepanjen,,,
123210,123210,sam ratulangi 7 matani tiga tomohon tengah,,,
123235,123235,bun 40 rt 3 4 bangka mampang prapatan,,,
123238,123238,"ten dilh 2 lor ie leu, lhong raya banda raya",,,
123251,123251,"kemiri kempling car wash, boyola, mojosongo",,,
123254,123254,"raya kead, 58 rangkapan jaya pancoran mas",,,
123277,123277,baran taman puri 96 29664 meral,,,
123291,123291,papa 2e teru 16 papanggo rt 12 3 tanjung priok,,,
123303,123303,kol. yos suda 86 tanjung mulia medan deli,,,
123308,123308,asrama tni ad kuta alam barak 11 no 147,,,
123322,123322,"cil ii 9 baro pancing, cibiru",,,
123334,123334,salassa kel.,,,
123338,123338,bouge ii driyorejo,,,
123352,123352,lumpue m. yusuf 60 bacukiki barat,,,
123362,123362,pangk jati vii 7 rt 2 rw 9 cipinang melayu makasar,,,
123378,123378,"taman tegal per, 212 tegalrejo",,,
123379,123379,kapas madya iii 8a gading 1 tambaksari,,,
123392,123392,"jlag lor, no 1 city tour jogja rahmatnya,",,,
123408,123408,raya kebon jeruk 15 kebon jeruk rt 9 5 kebon jeruk,,,
123412,123412,kayu manis gg. sen 5 66 rt 16 7 13130 matraman,,,
123432,123432,panggung bat 50 52122 tegal timur,,,
123435,123435,mush al latif wanengpaten,,,
123436,123436,nangataman kel nanga taman (depan tugu cidayu) (tlp konf tbs),,,
123444,123444,jl. raya cis samp tange ban 12 sampora ruko icon busi park cisauk,,,
123463,123463,"cas, gatot subroto,",,,
123464,123464,"wisata bukit mas ii  h6-30, cluster du lyon - surabaya - indonesia",,,
123484,123484,"sd negeri ling 01, rancaekek",,,
123497,123497,"mam, mangga dua raya, pademangan",,,
123508,123508,"sidakarya gg. san, 27 denpasar selatan",,,
123511,123511,jat iv margahayu bekasi timur,,,
123514,123514,"sd negeri 9 sepit, keruak",,,
123519,123519,sungai besar kel. 78762 bunut hulu,,,
123524,123524,pon rum i tanah sereal,,,
123534,123534,trac-a rent a car raya sla riy pabelan,,,
123582,123582,stasiun way tuba.,,,
123584,123584,pt. sankara tata ene sed squ cengkareng,,,
123592,123592,kelurahan .labojo 2. dekat jembatan raowa.dekt pantama tlng tlpn sms,,,
123599,123599,"pia jaka, 42 metro barat",,,
123600,123600,wali must 23 rt 1 5 ketabang genteng,,,
123614,123614,"kudu, 4 garung lor kaliwungu",,,
123618,123618,"gedung garuda indonesia, jl gunung sahari raya no. 52 lt 4",,,
123647,123647,griya suko indah sukoharjo kepanjen,,,
123663,123663,"fanny bra oti, andir",,,
123668,123668,bakso mas tris sei mencir sunggal,,,
123669,123669,"depo,",,,
123670,123670,kartasura pend tim 12 57168 kartasura,,,
123693,123693,penambongan gg. 3 purbalingga,,,
123711,123711,isola ser baj no 29-31 sukasari,,,
123713,123713,swad no 37 pondok pucung pondok aren,,,
123729,123729,"raya kalim, jatimulya kel.",,,
123746,123746,"sumberwadung, sumberwadung (barat stasiun sumberwadung)",,,
123794,123794,"depo bang no 214 d marmer, gedangan gedangan",,,
123799,123799,"sang manis,",,,
123818,123818,"bambu apus muj raya, 72 15415 pamulang",,,
123825,123825,"haji amsir, 19 sab depok",,,
123827,123827,"pangk elp 3 kg perta sri rah, bulu",,,
123845,123845,pt. mitraperkasa jayame sentul jaya balaraja,,,
123865,123865,dusun teun tanah jambo aye,,,
123876,123876,raya meng kara 303 rw 3 wiyung,,,
123877,123877,belut raya,,,
123897,123897,"palm spring regency g 18, jambangan surabaya",,,
123905,123905,"taman wisata alam cagar alam pangandaran, pintu masuk timur",,,
123916,123916,"dukuhturi beng las naksan cab utama, p diponegoro, no 27 52273 bumiayu",,,
123921,123921,"fatro residence kav. a16 jl. taman tlogomulyo pedurungan, semaranf",,,
123929,123929,"komp fil jaya 1, padang timur",,,
123951,123951,"tanj duren utara iiie, 243 tanjung duren utara rt 8 3 grogol petamburan",,,
123954,123954,"badan pemadam api,",,,
123962,123962,pendem drs. muha hatta 103 65324 junrejo,,,
123963,123963,"toko perm jaya raden fatah,",,,
123964,123964,lest jus pasar martapura,,,
123966,123966,may haji supri jamh no 142 cimuncang rt 3 7 serang,,,
123975,123975,"ace hardware lombok epicentrum mall lantai 2 , jl.sriwijaya 333 mataram lombok",,,
123977,123977,tanah enam ratus gg. kelu 19 20243 medan marelan,,,
123982,123982,"calv, lamongrejo,",,,
124001,124001,rc collec,,,
124005,124005,"andra raya balo, balongan",,,
124019,124019,"birobuli utara warung gado gado mba sri, dewi sart, no 6",,,
124027,124027,"smk ymik, h. nasim kembangan",,,
124031,124031,"pt sea tech indon, mar emas timur 3, sukolilo",,,
124037,124037,situ cibubuhan kedai baso rahayu cibubuhan,,,
124050,124050,kelapa dua wetan usman naim 44 rt 11 11 13730,,,
124052,124052,pondok karya komp kemlu 74 15155 pondok aren,,,
124055,124055,"kap bendo cell, kepanjen kidul",,,
124062,124062,raya tuban 88 shang spa tuban,,,
124072,124072,duren sawit ras 1 rt 2 16 13440,,,
124075,124075,"indra toko alat tul, duri mas1 duri kepa",,,
124100,124100,"raya kali, no 6 rm sederhana,",,,
124110,124110,sate ayam pono pak pri bungkal,,,
124119,124119,"cv pion sukam, suka jaya",,,
124137,124137,"desa cipa, no 35 garmen studio,",,,
124140,124140,meffi ploso baru,,,
124141,124141,tambakrejo tam rejo 48 waru,,,
124151,124151,"ks fresh fru, aria putra kedaung pamulang",,,
124158,124158,"kantor upt resor sintelis 4.9 gambringan (timur stasiun gambringan), stasiun gambringan",,,
124171,124171,rawasari pram sari iii 9 rt 10 9 10570 cempaka putih,,,
124181,124181,perumahan green brawijaya blok c 1,,,
124189,124189,"panggungharjo krapyak optik kh ali mak, no 110 55797",,,
124212,124212,beji nan 2a beji,,,
124214,124214,bandar maruhur kel. silou kahean,,,
124226,124226,teddaopu andi mal 75 90912 tempe,,,
124234,124234,mar iswah 34 gunung bahagia balikpapan selatan,,,
124250,124250,"bint viii, no 7 rt 3 3 bekasi barat",,,
124251,124251,kantor tata usaha terminal bus pasar minggu,,,
124257,124257,"rinj electrindo. cv, pang sudi, mayangan",,,
124271,124271,"proyek bandara yia ( pt tehnik bayu murni ) jalan nasional iii ngringit, palihan",,,
124275,124275,kan perta bp3k pecuk,,,
124282,124282,"ir sutami, no 1 ged 1 fakultas teknik univer sebe maret, jebres jebres",,,
124301,124301,"rm singgalang jaya tubagus ismail dalam, 46 lebak gede coblong",,,
124305,124305,bagan pete ling barat 1 kota baru,,,
124307,124307,pakis 5,,,
124321,124321,"kerta indah ten viii, no h 235 shalom ar cool, rw 9 manyar sabrangan mulyorejo",,,
124323,124323,matr r pegangsaan menteng,,,
124345,124345,"raya dieng, no 9 sanu gallery, kalianget",,,
124360,124360,dok sut panderejo banyuwangi,,,
124369,124369,ciga raya sela 4 sadang serang coblong,,,
124373,124373,lemba bumiayu kedungkandang,,,
124375,124375,tinjoman kel.,,,
124378,124378,"let darna,",,,
124384,124384,bendu jatil bendungan hilir tanah abang,,,
124399,124399,majelis tak mujah nurul hida banjarasri,,,
124419,124419,gg. saud 21 kebun lada binjai utara,,,
124424,124424,"tirta bougenville no 134, graha tirta",,,
124476,124476,"aay keru, raya dang,",,,
124486,124486,sukun kepuh boyolangu,,,
124495,124495,singaraja jend sudi 67 indramayu,,,
124518,124518,"toko kelon, raya jatis ngadirojolor",,,
124521,124521,"efe,",,,
124526,124526,"pakaian anak- impor, teknologi 2",,,
124565,124565,bojong rawalumbu prat 5 20 rw 21 rawalumbu,,,
124567,124567,"gumb, sunia,",,,
124581,124581,ir. h. jua ciputat timur,,,
124588,124588,sun cita kombos barat singkil,,,
124591,124591,pul batam dauh peken tabanan,,,
124592,124592,kenc v,,,
124610,124610,"pulo kenc kel., raya cipta pontang",,,
124611,124611,"rancamanyar nau celluler, pameungpeuk",,,
124613,124613,"batua ra, 194 batua manggala",,,
124614,124614,"laun hemat, ber iii no 77 61256 waru",,,
124615,124615,"jend ahmad yani, no 48 kpri mart batang",,,
124622,124622,nyampl x ampel semampir,,,
124646,124646,"puhjajar sukun, rt 6 1 papar",,,
124648,124648,niaga sumpang binangae,,,
124664,124664,semper barat gg. al-hikmah 58 rt 5 6 cilincing,,,
124673,124673,tani bakti,,,
124676,124676,kapuk cengka cengkareng,,,
124683,124683,leg baha kel. mengwi,,,
124689,124689,"dr. muwa, 155 kantor pengadilan negara, bojongherang",,,
124700,124700,g sam 319 kebonwaru batununggal,,,
124701,124701,pedurungan lor arya mukti raya 24 4 pedurungan,,,
124703,124703,"atm bni kln tali, undru, kuang taliwang",,,
124719,124719,"jalan gunung guntur, perum taman guntur permai no.83x, padangsambian kec denpasar barat",,,
124735,124735,idris sukabumi utara,,,
124746,124746,"servis sep, kamas sety, sooko",,,
124753,124753,raden patah limbangan wetan brebes,,,
124758,124758,jembatan pahlawan no 56 senimpik,,,
124763,124763,"gempolsari gem asri iii, no 25-41 40215 bandung kulon",,,
124772,124772,"peju 12, pejuang medan satria",,,
124782,124782,jakasampurna cemp raya 1 17145 bekasi barat,,,
124792,124792,"mie bakso mekar wangi 8 mekar wangi,",,,
124802,124802,"tebet timur dalam raya,",,,
124805,124805,tanah baru 5 pancoran mas rt 6 12 pancoran mas,,,
124810,124810,"briella, letj s. par tomang grogol petamburan",,,
124811,124811,klap boj no 4 warkop aggs cikahuripan,,,
124828,124828,nce ujung tanah,,,
124839,124839,gg. perk seririt seririt,,,
124843,124843,"imam bon, hadimulyo barat kel.",,,
124861,124861,"tk as salam al- 2,",,,
124870,124870,"mdta al haf pram sari 3,",,,
124881,124881,"sekretariat rapi kabup brebes, bima utara brebes",,,
124894,124894,lapangan segitiga,,,
124898,124898,"toko anugrah foto copy, ling utara,",,,
124899,124899,"ngadirejo kel., salaman",,,
124901,124901,"lia 3, 14 jatirangga rt 3 15 jati sampurna",,,
124904,124904,"pkbm jumri, tanjung laut",,,
124907,124907,cita i 154 rt 5 2 karawaci baru,,,
124910,124910,"mush nurul ilmi, proj, balikpapan utara",,,
124915,124915,"mts salafiyah,",,,
124916,124916,bancangan raya tre - pono rt 2 rw 2 sambit,,,
124918,124918,"sentra serv club ii, bule utara kel gad,",,,
124924,124924,tanj ged tomang grogol petamburan,,,
124930,124930,cipulir raya kebay lama 16 5 kebayoran lama,,,
124934,124934,war makan mbak siti,,,
124942,124942,belleza office tower lantai 12 jalan letjen soepeno nomer 34 arteri permata hijau gro,,,
124949,124949,"puri cire per, pisangan ciputat timur",,,
124960,124960,"lent, 30 bojong rawalumbu rt 1 41 rawalumbu",,,
124961,124961,"tk nurul iman, puspa negara,",,,
124974,124974,"toko ganda komputer, ciba, melong",,,
124986,124986,cend no 59 jurang mangu barat 5 pondok aren,,,
124995,124995,belakang pintu terminal giwangan ds mrican,,,
125013,125013,jl.k ngin uta gang kavl ngingas waru,,,
125035,125035,"bank rakyat indonesia, tambak, tambak rejo",,,
125036,125036,tilamuta,,,
125045,125045,vete padang barat,,,
125055,125055,"rm bagi raya jatitujuh, no 331 jati tengah jatitujuh",,,
125077,125077,jambu utan kayu utara matraman,,,
125091,125091,"jln. kam uni barat, turida my brothers sandubaya (sandujaya)",,,
125099,125099,jl. kau ngupasan gondomanan,,,
125108,125108,tambakharjo taman ade xii 6 semarang barat,,,
125111,125111,"depok i, 8 antapani tengah kel.",,,
125113,125113,mada nusa. cv gang cem 2 tanjung senang,,,
125118,125118,"k.h. ramli, no 8d rw 3 menteng dalam kel. tebet",,,
125119,125119,pinangsia kali besar timur 127-1 rt 1 rw 6 11230 taman sari,,,
125121,125121,"pen utara, buaran indah tangerang",,,
125134,125134,soek hatta tanjung aman kotabumi selatan,,,
125140,125140,"ud. kenc sary, sim baru, simokerto",,,
125177,125177,"desa kemambng rt 02 rw 01 (rumah hijau dekat lapangan desa), kec. banyubiru",,,
125188,125188,lin timur suma selamat telanaipura,,,
125190,125190,damai 1 84 rt 1 2 cipayung,,,
125191,125191,"cima, no 2",,,
125209,125209,cim delta vi 72 cibodas rt 2 3 cibodas,,,
125233,125233,"lagoa smp al- irsyad al-islamiyyah, mindi, 29 rw 12 14270",,,
125237,125237,"kel sawit, pisang candi kel. sukun",,,
125241,125241,"nasi gor tegal, rin raya,",,,
125270,125270,"sehat baha keluarga,",,,
125278,125278,mes alba 58 jakasampurna rt 1 18 bekasi barat,,,
125299,125299,parungkokosan bendu road 42286 cibaliung,,,
125301,125301,ayam bakar pecel lele pangkalan kerinci barat,,,
125305,125305,"trend optik, tom utara,",,,
125310,125310,senkom lanud atang sendjaja,,,
125314,125314,"bed simpang, 40791",,,
125319,125319,panat 5 kedung badak tanah sereal,,,
125324,125324,no 5 pejagalan rt 4 7 penjaringan,,,
125330,125330,gg. v kendangsari tenggilis mejoyo,,,
125365,125365,"dusun jerneng darmaji, desa trong tawah.rt 07",,,
125375,125375,kavling pupuk kujang blok d no 7 rt 01 rw 07 beji timur depok,,,
125396,125396,"cipu raya, no 41 ktm indonesia, rw 9",,,
125400,125400,kaliabang tengah h. hamd rt 5 4 bekasi utara,,,
125410,125410,indom ki ageng gir,,,
125420,125420,pasar senen belakang sma rt 05 rw 01 desa negri kaler kec purwakarta kab purwakarta,,,
125423,125423,"taman tamp, babakan madang",,,
125425,125425,"pixma print lempangan, 90554",,,
125427,125427,"taman aster golf nomor 9 kel. sukaraja,",,,
125441,125441,sukabumi utara yunus ii no 33 rt 2 6 11540 kebon jeruk,,,
125465,125465,"stasiun rogojampi, rogojampi banyuwangi jawa timur",,,
125467,125467,gg. h.mat 18 rt 1 9 pasar rebo,,,
125478,125478,"karya, no 11c rw 3",,,
125487,125487,candi mas sela ii no 152 rw 7 kalipancur kel.,,,
125513,125513,"alfamart, mars sur selapajang jaya neglasari",,,
125517,125517,"jl.pesantren ,komplek pptm no b20",,,
125535,125535,"nasi uduk pak haji mul kates, siswodipuran",,,
125536,125536,"el faz collection raya rengasde,",,,
125544,125544,tembok dukuh asem jaya i 34 rt 1 4 bubutan,,,
125549,125549,jl. bangau 171a depan universitas musi palembang,,,
125560,125560,"al.ba i, no 52 rt 10 9 lubang buaya cipayung",,,
125582,125582,"umar, no 9 berdikari utama jaya, pt,",,,
125589,125589,"salon indah tomb tutu atas,",,,
125597,125597,"sd negeri keuta mameh, idi rayeuk",,,
125598,125598,raya keron agung sutojayan pakisaji,,,
125604,125604,"prof. dr. sutomo kasi sppd, sp.jp(k), petisah tengah",,,
125606,125606,suka makmue,,,
125608,125608,bint 71 sudimara pinang pinang (penang),,,
125617,125617,gg. iii 9 rt 7 9 sawahan,,,
125627,125627,"mas laundry and dry clean, desa pam",,,
125637,125637,pizza hut gedung hamidah jl. jendral sudirman kel. opas indah kec. taman sari,,,
125638,125638,"lor kemas 2, 476 30111 ilir timur ii",,,
125645,125645,"kayuringin jaya bekasi cyber park lt. gf, bekasi selatan kh. noer ali 177 rt 1 rw 5 bekasi selatan",,,
125648,125648,"soko pitu raya gil, taman",,,
125654,125654,"prima lest, raya lala, laladon",,,
125656,125656,cid barat cideng kel.,,,
125664,125664,simo gun 42 1 putat jaya sawahan,,,
125667,125667,pengarasan gg. asban dukuhturi,,,
125669,125669,kel lilin utara xv kelapa dua,,,
125671,125671,"duta comp, man dua sela",,,
125677,125677,pa'baeng-baeng andi tonro 2 seta 1 19 tamalate,,,
125701,125701,"jetty ciwa port,",,,
125705,125705,"simp darmo per sela, lontar kel.",,,
125718,125718,kota kemb mel 47 pabuaran cibinong,,,
125723,125723,"meubel asti jaya, raya hulaan, menganti",,,
125737,125737,"borong toddo 17, 84 90233 manggala",,,
125765,125765,"bakso bakar warso, batas cab kampar-si mati tualang",,,
125779,125779,merd 205 mojongapit jombang,,,
125794,125794,kol. yos suda belawan bahari medan belawan kota,,,
125806,125806,"tk aba x, suko rejo",,,
125815,125815,teluk jambe 16 telukjambe telukjambe timur,,,
125816,125816,"eko yulianto,",,,
125820,125820,raya serp no 52. lt serpong pasar serp serpong,,,
125825,125825,caturtunggal mawar 206 depok,,,
125841,125841,wr supra 12 sumerta denpasar timur,,,
125849,125849,"golf ii, 23 3 gunung sari dukuh pakis",,,
125869,125869,"roti bakar pis keju bubble ice kirana raya lemb, lembang",,,
125885,125885,bayam 8 514 sempaja timur samarinda utara,,,
125886,125886,mul 52 manggar rt 50,,,
125902,125902,wisata semanggi blok j1 no 39,,,
125908,125908,"dza gym, jend bamb utoyo",,,
125918,125918,lebak ind asri i gading tambaksari,,,
125925,125925,sat iii pademangan barat pademangan,,,
125931,125931,"rm ranah min, imam bon,",,,
125932,125932,"taman sungai mudal, banyunganti, jatimulyo, girimulyo,kulon progo",,,
125939,125939,"masjid istiqomah, raya kar ban, 53372",,,
125951,125951,taman kota tulang bawang barat,,,
125961,125961,"gg. i, no 19 morokrembangan 6 krembangan",,,
125967,125967,"gg. h. yasin iii, 111 sukajadi",,,
125969,125969,surya darma easypay p tukadmungga buleleng,,,
125976,125976,"bimbel bah ingg engl, baturetno",,,
125980,125980,saph 4 kembangan kel. kebomas,,,
125981,125981,gg. pasir toboali toboali,,,
125999,125999,desa cibe muara 278 cibeuteung muara ciseeng,,,
126007,126007,"gulai kamb, may sut s",,,
126017,126017,"sak 1, tanjung sengkuang batu ampar",,,
126020,126020,panca upaya 35 dolopo dolopo,,,
126026,126026,"situ batu, no 23 40265",,,
126040,126040,jatimelati puri gad raya 49 rt 8 rw 13 17415 pondok melati,,,
126060,126060,"rm. samba a. r. hakim, tegal timur",,,
126065,126065,jl.r saya serang serang,,,
126067,126067,"salon ana raya boj, toyareka kemangkon",,,
126082,126082,"gunung ampo, rt 01, rw 03, kemudo, prambanan, klaten 57454",,,
126111,126111,"sambas 2, abadijaya kel. sukmajaya",,,
126118,126118,kali timur i 22-23 1 kalibata pancoran,,,
126119,126119,"cempol per, 31 karawang barat",,,
126123,126123,"sampit,pt sawitmas nugraha perdana, mentawa baru hilir, jl manggis v komp.kpr btn blok h-1",,,
126154,126154,"pet salon,",,,
126172,126172,"villa amara, yudis",,,
126179,126179,sang kenc xxiii 67 buahbatu (margacinta),,,
126183,126183,pulo gebang gg. sepa 35 rt 5 16 13950 cakung,,,
126190,126190,bumdes tanjung belit rambah,,,
126196,126196,kar ten 51 rt 1 3 12440 cilandak,,,
126213,126213,gg. bromo 11 magelang selatan,,,
126222,126222,"kh sula, gemurung kel. gedangan",,,
126238,126238,kati baru 7 kalijaga harjamukti,,,
126243,126243,"war es kream, perum tas iii tulangan",,,
126248,126248,"klinik mulia hara indr puluh, sei suka",,,
126262,126262,eastpak metro pon indah,,,
126271,126271,kayu manis 48a balekambang rt 6 5 kramat jati,,,
126272,126272,mojoroto kel.,,,
126274,126274,mojowarno mtss raden rahmat,,,
126309,126309,"elang mas ii, no 19 tanjung barat rt 2 1 jagakarsa",,,
126312,126312,masjid jami khoerul bariyah rt 03  10 no .112 kalideres,,,
126318,126318,"asem mush al marwah, tokoanggi., lemahabang",,,
126319,126319,"aka, no f5 23",,,
126325,126325,"jl. boulevard raya blok g4 no. 7 (rumah abu2, depan bundaran monyet)",,,
126327,126327,"masjid al-ha, kub les, no 37 taman baru",,,
126340,126340,"sd neg tebet barat 07, tebet barat dalam 6 no 17 4",,,
126359,126359,"pt. itochu indon, jend bas rah,",,,
126364,126364,kerta 138 kertajaya 4 gubeng,,,
126373,126373,"halaman masjid elmuwakhidin bek timur, kart no 34 margahayu bekasi timur",,,
126378,126378,"man, mangir banyuwangi",,,
126379,126379,desa putra lempuyang bandar rejo dusun 4 bandar makmur,,,
126380,126380,"raya tongk,",,,
126387,126387,"griya balian cluster 2 benda, 65 jatiasih",,,
126390,126390,"char fashion toko, k h mas mansyur",,,
126394,126394,"mayor oking, no 101 aden berkah, cibinong",,,
126400,126400,kp kebon pala 1 rt 03 rw 07 belakang terminal cibadak baso mekarsari cibadak,,,
126402,126402,gal kuta jaya kel.,,,
126411,126411,"kenzie shop, raya setup, banjarwangunan mundu",,,
126425,126425,"sem karya buana, randu garut",,,
126426,126426,"gang kebalen kulon iv, 18 rw 6",,,
126433,126433,kp. lebak jero rt 01 rw 11 desa ciherang,,,
126442,126442,"elvi photo, moha toha, dayeuhkolot",,,
126445,126445,"sma n 1 takalar jenderal sudi,",,,
126453,126453,"bank negara indonesia, bia samarinda ilir",,,
126468,126468,bukit cin 180 16544,,,
126473,126473,"teha comp stain nga,",,,
126474,126474,"pt asuransi hima, nga jaya no 47 rw 2 pucang sewu",,,
126498,126498,d.ma bencongan,,,
126514,126514,"moto toy's, majalengka",,,
126520,126520,"ciba cell, marg, no bla 20",,,
126522,126522,"rpm motorcycle, h. o. s. cokroaminoto, karang tengah",,,
126526,126526,taufik parfum sukama tanjung karang timur,,,
126542,126542,lak adi maguwoharjo depok,,,
126554,126554,yosowilangun ponti i 31,,,
126561,126561,mas almuslihun,,,
